date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:24	303644/303644	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202022%2005:50:11%20GMT	https://www.selfstudys.com/	C:/donload%20self/www.selfstudys.com/index.html	(from )
11:25:24	379/379	---M--	200	added ('OK')	text/plain	etag:%22622c8858-17b%22	https://www.selfstudys.com/robots.txt		(from )
11:25:25	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/donload%20self/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://www.selfstudys.com/)
11:25:25	159195/159195	---MC-	200	added ('OK')	text/javascript	date:Sun,%2013%20Mar%202022%2005:53:07%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/donload%20self/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.selfstudys.com/)
11:25:25	10408/10408	---MC-	200	added ('OK')	text/javascript	date:Sun,%2013%20Mar%202022%2005:53:08%20GMT	https://cse.google.com/cse.js?cx=80ddc2b4e0d170ed5	C:/donload%20self/cse.google.com/fd10d.txt	(from https://www.selfstudys.com/)
11:25:25	19963/19963	---M--	200	added ('OK')	text/javascript	date:Thu,%2013%20Aug%202020%2020:59:50%20GMT	https://www.gstatic.com/firebasejs/7.18.0/firebase-app.js	C:/donload%20self/www.gstatic.com/firebasejs/7.18.0/firebase-app.js	(from https://www.selfstudys.com/)
11:25:26	40923/40923	---M--	200	added ('OK')	text/javascript	date:Thu,%2013%20Aug%202020%2020:59:49%20GMT	https://www.gstatic.com/firebasejs/7.18.0/firebase-messaging.js	C:/donload%20self/www.gstatic.com/firebasejs/7.18.0/firebase-messaging.js	(from https://www.selfstudys.com/)
11:25:27	173418/173418	---M--	200	added ('OK')	text/javascript	date:Thu,%2013%20Aug%202020%2020:59:54%20GMT	https://www.gstatic.com/firebasejs/7.18.0/firebase-auth.js	C:/donload%20self/www.gstatic.com/firebasejs/7.18.0/firebase-auth.js	(from https://www.selfstudys.com/)
